"","Gene","X.x","Pvalue.Gain.R","Diff.Gain.R","CV.Gain.R","Pvalue.Loss.R","Diff.Loss.R","CV.Loss.R","Pvalue.GainvLoss.R","Diff.GainvLoss.R","X.y","Pvalue.Gain","Diff.Gain","CV.Gain","Pvalue.Loss","Diff.Loss","CV.Loss","Pvalue.GainvLoss","Diff.GainvLoss","Three.Protein.Gain.x","Three.Protein.Loss.x","Three.RNA.Gain","Three.RNA.Loss.x","Uniprot_Acc","Three.RNA.Loss.y","Three.Protein.Gain.y","Three.Protein.Loss.y","RNA_ID.All","Variance.noAn","Variance.Mean.noAn","Variance.All","St.Dev.noAn","St.Dev.All","Chrm.Num.Arm","Acetylation.Var1","Acetylation.Freq","Methylation.Var1","Methylation.Freq","Phosphorylation.Var1","Phosphorylation.Freq","ubiquitination.Var1","ubiquitination.Freq","Sumoylation.Var1","Sumoylation.Freq","regulatory.Var1","regulatory.Freq","gene.CORUM.complex.subunits2","gene.Freq","PPI.Freq.x","PPI.Freq.y","PPI.Freq","log2.CoeffVar.RNA","log2.Protein.CoeffVar","Gene_Name","AmplificationRatio","EnsembleID","m","bm","bp","lp","lm","p","Mean_HalfLife","Intrinsic_Disorder_MobiBD","Intrinsic_Disorder_LowComplexity","Loops.in.Protein.ANCHOR.","Intrinsic_Disorder_Polarity","Intrinsic_Disorder_Polyampholyte","Intrinsic_Disorder_homology","Rate_3","Uniprot.ID","Aggregation.score","Dependency.Score","Gene.names","Non.exponential.decay.delta","Degradation.profile","Mutations.Var1","Mutations.Freq","mutations.FrameShift.Var1","mutations.FrameShift.Freq","mutations.nonsense.missense.Var1","mutations.nonsense.missense.Freq"
"607","LTBP4",2358,0.318739371110197,0.129552513227513,2.32429537988016,0.483707996547316,-0.066869246031746,8.17443843235279,0.164230700867876,0.196421759259259,4183,0.731216244784598,0.0794882922569506,10.7949436989479,0.743858548803507,-0.0700470866121856,-6.54930556151623,0.58513304966113,0.149535378869136,"Buffering","Buffering","Buffering","Buffering","Q8N2S1","Buffering","Buffering","Anti-Scaling","LTBP4..8425.",2.329378104,0.450759318,2.183120689,1.52623003,1.477538727,"19q",NA,0,NA,0,"Q8N2S1",17,"Q8N2S1",1,NA,0,NA,0,NA,0,5,31,36,-1.149570781,8.050191457,"LTBP4",0.002702703,"ENSG00000090006",0.592188715,-0.623890675,2.231020414,3.210586025,4.48174352,4.111345488,NA,224,235,108,16,NA,957,-0.067,"ltbp4_human","0.14",NA,NA,NA,NA,"LTBP4",58,"LTBP4",3,"LTBP4",33
"608","LTBP4",2358,0.318739371110197,0.129552513227513,2.32429537988016,0.483707996547316,-0.066869246031746,8.17443843235279,0.164230700867876,0.196421759259259,4183,0.731216244784598,0.0794882922569506,10.7949436989479,0.743858548803507,-0.0700470866121856,-6.54930556151623,0.58513304966113,0.149535378869136,"Buffering","Buffering","Buffering","Buffering","Q8N2S1-2","Buffering","Buffering","Buffering","LTBP4..8425.",2.329378104,0.450759318,2.183120689,1.52623003,1.477538727,"19q",NA,0,NA,0,"Q8N2S1-2",4,NA,0,NA,0,NA,0,NA,0,5,31,36,-1.149570781,5.258211,"LTBP4",0.002702703,"ENSG00000090006",0.592188715,-0.623890675,2.231020414,3.210586025,4.48174352,4.111345488,NA,NA,NA,NA,NA,NA,NA,NA,"ltbp4_human","0.14",NA,NA,NA,NA,"LTBP4",58,"LTBP4",3,"LTBP4",33
"609","LUM",2361,0.37608002938042,-0.208454779398566,-6.68092170794561,0.0984915449581675,0.422756682179586,15.8372346566763,0.0361808173821638,-0.631211461578152,4189,0.655778291289842,0.0762202930513442,-28.9315302421472,0.97876758203169,-0.00539592443305732,-6.88783237929342,0.725454701214935,0.0816162174844015,"Buffering","Buffering","Anti-Scaling","Anti-Scaling","P51884","Buffering","Anti-Scaling","Buffering","LUM..4060.",5.193641977,3.260206526,4.861041508,2.278956335,2.204776975,"12q","P51884",3,NA,0,"P51884",11,NA,0,NA,0,NA,0,NA,0,8,9,17,1.704963359,4.456948188,"LUM",0.002702703,"ENSG00000139329",1.041057344,-0.175022046,3.370367277,2.5289167,3.963929422,5.699560979,NA,NA,16,NA,NA,NA,302,NA,"lum_human","-0.31",0.067004101,NA,NA,NA,"LUM",23,NA,0,"LUM",18
"610","LY75",2364,0.840490271008706,-0.0370198337542087,0.617316099618728,0.0552823449939698,-0.382913352272728,0.447868524617497,0.171293465258673,0.345893518518519,4193,0.970939964692332,-0.00361443431631263,-10.9610977807804,0.489351744678012,-0.0921512629435965,-1.71025861282229,0.569443119212946,0.0885368286272839,"Buffering","Buffering","Buffering","Scaling","O60449-2","Buffering","Buffering","Buffering","LY75..4065.",2.850996574,1.980358109,2.730276642,1.688489435,1.652354878,"2q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,1,0.985761337,4.907573758,"LY75",0,NA,NA,NA,NA,NA,NA,NA,70.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010862167,NA,NA,NA,"LY75",12,"LY75",8,"LY75",4
"611","LYAR",2365,0.00165280275592097,0.299439403870162,-1.1437838087529,7.1455756539918e-18,-0.392835522252769,-0.180472089047186,1.88738077573443e-09,0.692274926122931,4194,0.126746904070709,0.168127220974682,0.412964672586199,3.34468139016521e-05,-0.241888918727355,-0.412895640899623,0.0014167336455303,0.410016139702037,"Buffering","Buffering","Scaling","Scaling","Q9NX58","Scaling","Scaling","Buffering","LYAR..55646.",0.5314079,0.09758513,0.5721283,0.7289773,0.7563916,"4p","Q9NX58",4,NA,0,"Q9NX58",14,"Q9NX58",4,"Q9NX58",1,NA,0,"Q9NX58",1,80,57,137,-3.357195,2.729198,"LYAR",0,"ENSG00000145220",1.352643,0.1365634,3.126564,2.578639,4.350122,5.767343,135.8523,165,74,112,NA,71,54,NA,"lyar_human","-",0.242980584,"LYAR",0.000510091,"ED","LYAR",10,NA,0,"LYAR",7
"612","LYRM4",2371,6.12143484233025e-11,0.587738555521058,0.688712980576309,0.000102207772414163,-0.358549936500097,-1.55325369459703,1.85109615166023e-15,0.946288492021155,4203,0.279252928913219,0.101896178016922,1.05147030306954,0.0529113972751045,-0.183578664671663,-0.378077385511084,0.0127661990513328,0.285474842688585,"Buffering","Buffering","Scaling","Scaling","Q9HD34","Scaling","Buffering","Buffering","LYRM4..57128.",0.2958003,0.06648554,0.3380899,0.5438753,0.581455,"6p",NA,0,NA,0,"Q9HD34",4,"Q9HD34",1,NA,0,NA,0,"Q9HD34",1,18,10,28,-3.910816,4.224051,"LYRM4",0,NA,NA,NA,NA,NA,NA,NA,151.893,NA,NA,NA,NA,NA,57,NA,"lyrm4_human","-",-1.491070269,NA,NA,NA,"LYRM4",4,NA,0,"LYRM4",3
"613","LYZ",2374,0.801268898749496,-0.0590664062967441,-2.00622867864345,0.375417127140005,0.220558041884883,-2.66189313104242,0.362254310840469,-0.279624448181627,4209,0.0566645016308264,-0.298143877964513,-1.33539770043927,0.740527976650066,0.0465165406586513,6.00693799251909,0.0516006698185193,-0.344660418623164,"Anti-Scaling","Buffering","Buffering","Anti-Scaling","P61626","Scaling","Buffering","Buffering","LYZ..4069.",7.825729848,4.008736796,7.343700486,2.797450598,2.709926288,"12q",NA,0,NA,0,"P61626",2,NA,0,NA,0,NA,0,NA,0,1,51,52,2.003147697,5.69153406,"LYZ",0.013513514,NA,NA,NA,NA,NA,NA,NA,302.85975,NA,NA,NA,NA,NA,128,NA,"lysc_human","0.09",0.006184461,NA,NA,NA,"LYZ",2,"LYZ",1,"LYZ",1
"614","MACROD1",2380,0.0268467625151958,0.178756654510538,-1.65498472962251,5.1866672766896e-05,-0.334822666168783,-0.448332721073366,3.12095311899543e-07,0.513579320679321,4219,0.397449616779755,0.102665884632232,-20.6299416575124,0.140724137316945,-0.165995055669945,-0.659113804767486,0.0700981904531051,0.268660940302177,"Buffering","Buffering","Buffering","Scaling","Q9BQ69","Buffering","Buffering","Buffering","MACROD1..28992.",1.074753508,0.245801649,1.029527722,1.036703192,1.014656455,"11q","Q9BQ69",4,"Q9BQ69",1,NA,0,"Q9BQ69",1,"Q9BQ69",1,NA,0,NA,0,22,13,35,-2.024433498,3.037439682,"MACROD1",0.002702703,"ENSG00000133315",1.237061271,0.020981881,3.208701293,2.511883361,5.224025182,5.733898922,255.728,NA,51,31,NA,NA,235,NA,"macd1_human","-0.17",-0.164313198,NA,NA,NA,"MACROD1",12,"MACROD1",1,"MACROD1",3
"615","MAD1L1",2381,7.57339305227001e-07,0.363737859480242,-4.02562715001211,2.4019340196118e-11,-0.463970016750419,-0.244326720229107,1.20435037725605e-18,0.827707876230661,4221,0.00179078257741883,0.151781972520224,0.254278652127711,0.630751164494816,-0.0177484595604655,-0.467730438362929,0.000816816748057539,0.16953043208069,"Buffering","Buffering","Scaling","Scaling","Q9Y6D9","Scaling","Buffering","Buffering","MAD1L1..8379.",0.9717796,0.2136644,0.9986379,0.9857888,0.9993187,"7p","Q9Y6D9",3,NA,0,"Q9Y6D9",42,"Q9Y6D9",18,"Q9Y6D9",1,"Q9Y6D9",9,"Q9Y6D9",2,27,47,74,-2.226581,2.944369,"MAD1L1",0.005405405,"ENSG00000002822",0.8968839,-0.3191955,3.034256,2.856124,5.620325,5.219276,93.16388,NA,279,126,NA,NA,663,NA,"md1l1_human","0.71",0.029202358,NA,NA,NA,"MAD1L1",30,"MAD1L1",1,"MAD1L1",17
"616","MAEA",2385,4.83891260180561e-07,0.395972808988764,0.148843458553117,4.00357035040626e-20,-0.503879105904853,-1.67980078323531,3.25644820239211e-18,0.899851914893617,4226,0.112538050231197,-0.124061136112596,-1.64958644681215,0.56467140879636,-0.0311801597850308,1.30675809435981,0.257760610136042,-0.0928809763275656,"Anti-Scaling","Buffering","Scaling","Scaling","Q7L5Y9","Scaling","Buffering","Buffering","MAEA..10296.",0.26454061,0.043462702,0.365248848,0.514335114,0.604358211,"4p","Q7L5Y9",1,"Q7L5Y9",1,"Q7L5Y9",4,"Q7L5Y9",16,"Q7L5Y9",1,NA,0,"Q7L5Y9",1,9,39,48,-4.524078336,2.065553844,"MAEA",0,NA,NA,NA,NA,NA,NA,NA,43.30071429,NA,24,3,NA,NA,140,0.225,"maea_human","0.37",-0.445205561,NA,NA,NA,"MAEA",13,NA,0,"MAEA",8
"617","MAN2B2",2395,0.259020774785273,0.136130864828056,0.696957233566966,3.77903679377914e-15,-0.432909907254472,-7.93844198172381,2.54659644572232e-05,0.569040772082527,4255,0.973212126432651,0.00532205772966406,2.20019498298693,0.00990555355365189,-0.218607512375002,-1.57862391272796,0.19679874280369,0.223929570104666,"Buffering","Buffering","Buffering","Scaling","Q9Y2E5","Buffering","Buffering","Buffering","MAN2B2..23324.",0.515029,0.1533581,0.5372248,0.7176552,0.7329562,"4p",NA,0,NA,0,"Q9Y2E5",5,"Q9Y2E5",3,NA,0,NA,0,NA,0,0,7,7,-2.705023,4.876718,"MAN2B2",0,"ENSG00000013288",0.5335181,-0.6825613,2.821101,3.003891,4.682939,4.642756,65.46733,20,42,49,NA,NA,850,0,"ma2b2_human","-",0.129686187,NA,NA,NA,"MAN2B2",48,"MAN2B2",8,"MAN2B2",27
"618","MAP2",2400,0.785410700570541,0.0374960695974901,1.05146848659041,0.274486716454993,-0.175929557506887,1.07911670865174,0.285442561164429,0.213425627104377,4267,0.240208323185447,0.230016043815855,1.95453548901947,0.614911395452811,-0.084340433134407,-1.93497366823212,0.194709666769666,0.314356476950262,"Buffering","Buffering","Buffering","Buffering","P11137-4","Buffering","Scaling","Buffering","MAP2..4133.",3.262078754,1.568100499,3.294618882,1.806122574,1.815108504,"2q",NA,0,"P11137-4",2,"P11137-4",7,NA,0,NA,0,NA,0,NA,0,13,28,41,0.649018025,4.935904177,"MAP2",0,"ENSG00000078018",0.239446385,-0.976633006,3.22519087,3.261738547,5.311921191,4.752773613,31.12666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021065705,NA,NA,NA,"MAP2",68,"MAP2",3,"MAP2",48
"619","MAP2",2400,0.785410700570541,0.0374960695974901,1.05146848659041,0.274486716454993,-0.175929557506887,1.07911670865174,0.285442561164429,0.213425627104377,4267,0.240208323185447,0.230016043815855,1.95453548901947,0.614911395452811,-0.084340433134407,-1.93497366823212,0.194709666769666,0.314356476950262,"Buffering","Buffering","Buffering","Buffering","P11137","Buffering","Scaling","Scaling","MAP2..4133.",3.262078754,1.568100499,3.294618882,1.806122574,1.815108504,"2q","P11137",3,"P11137",3,"P11137",118,"P11137",2,NA,0,"P11137",4,NA,0,13,28,41,0.649018025,5.943955111,"MAP2",0,"ENSG00000078018",0.239446385,-0.976633006,3.22519087,3.261738547,5.311921191,4.752773613,31.12666667,922,201,1092,140,352,1219,NA,NA,NA,0.021065705,NA,NA,NA,"MAP2",68,"MAP2",3,"MAP2",48
"620","MAP3K2",2403,0.832267269136996,0.013915336052836,0.286568959824058,8.80342700047807e-05,-0.391792441724942,0.756988264803452,0.000249512903197221,0.405707777777778,4275,0.637056207060589,0.0443587533771487,1.25519457824336,0.255199629748224,0.116286413789255,0.650096266948418,0.579918259265814,-0.0719276604121065,"Buffering","Anti-Scaling","Buffering","Scaling","Q9Y2U5","Buffering","Buffering","Buffering","MAP3K2..10746.",0.3249812,0.09771556,0.3239424,0.5700712,0.5691594,"2q",NA,0,"Q9Y2U5",2,"Q9Y2U5",35,"Q9Y2U5",10,NA,0,"Q9Y2U5",3,NA,0,21,17,38,-3.355268,3.235798,"MAP3K2",0.002702703,"ENSG00000169967",1.160585,-0.05549445,3.133676,2.791691,4.554198,5.582397,32.71443,156,46,149,67,NA,335,NA,"m3k2_human","-7.00E-02",-0.137481743,NA,NA,NA,"MAP3K2",31,"MAP3K2",14,"MAP3K2",7
"621","MAP4K2",2409,0.000216065904542428,0.28689000178624,-0.380228717224712,0.898923440088507,-0.00965840227448789,-0.259667685831814,0.00119932053414421,0.296548404060727,4285,0.0602735080100784,0.146332524960878,0.402033419592252,0.0547656582111748,-0.126686951969082,-0.213542967210526,0.000604365491384104,0.27301947692996,"Buffering","Buffering","Scaling","Buffering","Q12851","Scaling","Buffering","Buffering","MAP4K2..5871.",0.634461361,0.167960864,0.676069395,0.796530829,0.822234392,"11q",NA,0,NA,0,"Q12851",24,"Q12851",10,NA,0,NA,0,NA,0,13,3,16,-2.573802979,2.853708865,"MAP4K2",0.002702703,NA,NA,NA,NA,NA,NA,NA,145.9405,56,51,133,NA,NA,554,NA,"m4k2_human","-",-0.235929181,NA,NA,NA,"MAP4K2",14,NA,0,"MAP4K2",9
"622","MAPK13",2414,0.00171683834945376,0.312742280047625,1.08135179368797,0.000189625634410053,-0.474527017444834,-2.65377595412885,3.17382960398838e-08,0.78726929749246,4295,0.108543055788299,0.165045866208593,2.34693812536821,0.0519520228185774,-0.163444338589958,-0.30173383971758,0.00584848635597279,0.328490204798551,"Buffering","Buffering","Scaling","Scaling","O15264","Scaling","Buffering","Scaling","MAPK13..5603.",4.341585975,1.263394416,4.312751639,2.083647277,2.076716552,"6p",NA,0,NA,0,"O15264",12,"O15264",1,NA,0,"O15264",2,NA,0,90,8,98,0.337305101,3.309151116,"MAPK13",0.005405405,NA,NA,NA,NA,NA,NA,NA,209.5174,NA,14,18,NA,NA,281,0.046,"mk13_human","-0.19",-0.086250308,NA,NA,NA,"MAPK13",9,"MAPK13",1,"MAPK13",5
"623","MAPK14",2415,4.08494650605194e-05,0.217409532112055,-0.951762781361284,4.22786324981774e-12,-0.542127271554689,-0.176808683505422,6.71487700619568e-18,0.759536803666744,4296,0.689414001701089,0.0184401056630357,0.767967506311315,0.0153202982557325,-0.101529498420873,-0.270559084644572,0.0255055019743209,0.119969604083909,"Buffering","Buffering","Buffering","Scaling","Q16539-2","Scaling","Scaling","Scaling","MAPK14..1432.",0.260953515,0.054487166,0.307925525,0.510836094,0.554910375,"6p",NA,0,"Q16539-2",1,"Q16539-2",3,NA,0,NA,0,NA,0,NA,0,209,84,293,-4.197939747,2.364289911,"MAPK14",0.005405405,"ENSG00000112062",1.348645869,0.132566478,3.253336288,2.556302501,4.915336507,5.890118515,144.3922,NA,NA,NA,NA,NA,NA,NA,"mk14_human","-0.29",-0.219319774,NA,NA,NA,"MAPK14",13,NA,0,"MAPK14",10
"624","MAPK14",2415,4.08494650605194e-05,0.217409532112055,-0.951762781361284,4.22786324981774e-12,-0.542127271554689,-0.176808683505422,6.71487700619568e-18,0.759536803666744,4296,0.689414001701089,0.0184401056630357,0.767967506311315,0.0153202982557325,-0.101529498420873,-0.270559084644572,0.0255055019743209,0.119969604083909,"Buffering","Buffering","Buffering","Scaling","Q16539","Scaling","Scaling","Buffering","MAPK14..1432.",0.260953515,0.054487166,0.307925525,0.510836094,0.554910375,"6p","Q16539",2,"Q16539",1,"Q16539",17,"Q16539",14,"Q16539",2,"Q16539",6,"Q16539",1,209,84,293,-4.197939747,2.143801381,"MAPK14",0.005405405,"ENSG00000112062",1.348645869,0.132566478,3.253336288,2.556302501,4.915336507,5.890118515,144.3922,NA,14,NA,NA,NA,285,NA,"mk14_human","-0.29",-0.219319774,"MAPK14",0.05196282,"ED","MAPK14",13,NA,0,"MAPK14",10
"625","MARK2",2426,0.0185656483140263,0.132077325789098,0.299167667531157,5.01447764485087e-05,-0.23924327966179,0.785626329963733,2.99459249684826e-07,0.371320605450887,4316,0.640547950378787,0.0203925808574968,0.695911938160545,0.0454828703307693,-0.08501554895126,-0.454632856714562,0.0493174872381063,0.105408129808757,"Buffering","Buffering","Buffering","Buffering","Q7KZI7","Buffering","Buffering","Buffering","MARK2..2011.",0.348384404,0.08136577,0.395241948,0.590240971,0.628682709,"11q",NA,0,"Q7KZI7",2,"Q7KZI7",72,"Q7KZI7",13,NA,0,"Q7KZI7",5,"Q7KZI7",1,49,54,103,-3.619434195,2.517217763,"MARK2",0.005405405,"ENSG00000072518",0.953314236,-0.262765154,2.978426633,2.896526217,4.784621571,5.219877227,60.9312,306,15,285,261,17,331,NA,"mark2_human","-",-0.29606699,NA,NA,NA,"MARK2",29,"MARK2",2,"MARK2",21
"626","MARS",2428,0.00509506207993762,0.266442890834101,-0.328033826119999,0.00403310990660094,-0.232652911842656,-0.158472207341814,1.38325441448479e-05,0.499095802676757,4318,0.0174687798066394,0.134343427247672,0.362006054378698,0.160111026859161,-0.0721735591223652,-0.683507216228746,0.00244658010581615,0.206516986370038,"Buffering","Buffering","Scaling","Buffering","P56192","Scaling","Buffering","Buffering","MARS..4141.",0.575041466,0.076226855,0.58559278,0.758314886,0.765240341,"12q","P56192",2,"P56192",1,"P56192",17,"P56192",15,NA,0,"P56192",3,"P56192",1,6,154,160,-3.713556838,2.747212369,"MARS",0.021621622,NA,NA,NA,NA,NA,NA,NA,119.544,NA,53,40,NA,NA,646,0.05,NA,NA,-1.429728622,"MARS",-0.038187612,"ED","MARS",26,"MARS",1,"MARS",19
"627","MCAM",2445,0.119176350953719,0.112345104652629,-49.3530108412719,0.357308698877677,0.0687482599480377,-5.7483161533993,0.616924705261907,0.0435968447045912,4353,0.260605324343782,0.084231877434945,0.861546925489849,0.905891726782209,-0.00877762047408677,3.78493014029812,0.310748564186749,0.0930094979090318,"Buffering","Buffering","Buffering","Buffering","P43121","Anti-Scaling","Buffering","Anti-Scaling","MCAM..4162.",6.498942421,1.914008975,6.532080207,2.54930234,2.555793459,"11q","P43121",3,"P43121",1,"P43121",9,"P43121",6,NA,0,"P43121",1,NA,0,9,7,16,0.936597594,3.635950424,"MCAM",0,"ENSG00000076706",1.525899797,0.309820407,3.101385666,2.810232518,3.933892036,5.915421821,47.512,79,54,127,22,NA,474,NA,"muc18_human","0.23",0.092198702,NA,NA,NA,"MCAM",18,NA,0,"MCAM",10
"628","MCM3",2451,2.35988543281264e-05,0.319902769444747,-0.748419762904578,2.87973552393106e-08,-0.475230007452419,-0.161401018021366,1.80485209989423e-15,0.795132776897167,4364,0.105835137447919,0.165491512158771,4.46877857438367,0.261322339866945,0.120529656672368,14.8974750933532,0.736400177799291,0.0449618554864032,"Buffering","Anti-Scaling","Scaling","Scaling","P25205","Scaling","Buffering","Buffering","MCM3..4172.",0.567300987,0.082672495,0.589678894,0.753193858,0.767905524,"6p","P25205",3,"P25205",5,"P25205",48,"P25205",30,"P25205",5,"P25205",2,"P25205",1,27,142,169,-3.596448761,3.891873768,"MCM3",0.005405405,NA,NA,NA,NA,NA,NA,NA,84.993875,78,48,125,NA,52,519,0.088,"mcm3_human","0.54",-0.890168271,"MCM3",0.178583629,"NED","MCM3",23,"MCM3",2,"MCM3",12
"629","MCM3AP",2452,8.54235328574073e-05,0.347881670403587,2.82437398565443,5.81356339966945e-11,-0.366103387067677,-0.364627739155423,5.81430986761853e-12,0.713985057471264,4365,0.561477337775791,0.0350967328039871,0.925021551183885,0.826556152233757,-0.00848817664635789,19.7775676665336,0.495629082419059,0.0435849094503449,"Buffering","Buffering","Scaling","Scaling","O60318","Scaling","Buffering","Buffering","MCM3AP..8888.",0.287674743,0.051950996,0.39200058,0.536353189,0.626099497,"21q","O60318",3,"O60318",2,"O60318",29,"O60318",17,NA,0,NA,0,NA,0,8,26,34,-4.266704767,4.43028867,"MCM3AP",0.005405405,"ENSG00000160294",1.140487928,-0.075591462,2.633218557,3.29666519,4.701300246,5.061842844,73.466,358,265,386,97,98,1370,0.233,NA,NA,-1.003803049,NA,NA,NA,"MCM3AP",54,"MCM3AP",5,"MCM3AP",31
"630","MCM6",2454,0.65503920085586,-0.0362125165799404,-0.349338865052309,0.0109751517844028,-0.349876714110805,-0.432610687181212,0.0319880622525528,0.313664197530865,4368,0.762884769254306,0.0363521219416775,-2.03443015749274,0.965846437732228,-0.00574672246875475,-1.400655551243,0.794587899478125,0.0420988444104322,"Buffering","Buffering","Buffering","Scaling","Q14566","Buffering","Buffering","Buffering","MCM6..4175.",0.521324393,0.092560005,0.514868941,0.722027973,0.717543686,"2q","Q14566",8,"Q14566",6,"Q14566",32,"Q14566",33,NA,0,NA,0,"Q14566",5,28,102,130,-3.433467249,3.011736099,"MCM6",0,"ENSG00000076003",1.610354433,0.394275043,3.103486654,2.914343157,4.56585962,6.001977445,89.477,NA,11,62,NA,NA,633,0.108,"mcm6_human","-0.03",-1.053903498,NA,NA,NA,"MCM6",21,NA,0,"MCM6",13
"631","MDC1",2456,7.57915104595388e-07,0.369145044725646,-0.561248379641504,5.23040654450439e-05,-0.37452191584499,-0.209217017430082,4.8829229420778e-12,0.743666960570636,4380,0.00365417828609273,0.226313933237024,0.746739606723244,0.266367346538527,-0.0841091369715763,-0.338443614761438,0.000938896634359208,0.3104230702086,"Buffering","Buffering","Scaling","Scaling","Q14676","Scaling","Buffering","Buffering","MDC1..9656.",0.526132298,0.103854026,0.584703321,0.725349776,0.764658957,"6p","Q14676",7,"Q14676",10,"Q14676",187,"Q14676",8,"Q14676",4,"Q14676",16,"Q14676",5,151,47,198,-3.267370951,3.920557139,"MDC1",0.002702703,NA,NA,NA,NA,NA,NA,NA,62.09616667,1317,172,1305,559,248,276,0.088,"mdc1_human","-",-0.333707671,NA,NA,NA,"MDC1",50,"MDC1",5,"MDC1",28
"632","ME3",2463,0.000426050518641126,0.367625450762829,0.363400265317961,0.000520105668660956,-0.374557849035963,0.66711959468,3.16824345617545e-08,0.742183299798793,4388,0.568128907455604,0.0546301675972148,1.72482332950609,0.0129688984493111,-0.185893554217632,-0.369426943035906,0.0170424578044024,0.240523721814847,"Buffering","Buffering","Scaling","Scaling","Q16798","Scaling","Buffering","Scaling","ME3..10873.",2.871378306,1.150630475,2.950294038,1.69451418,1.717641999,"11q","Q16798",1,NA,0,"Q16798",13,"Q16798",1,NA,0,NA,0,NA,0,NA,NA,0,0.202424586,4.211276409,"ME3",0.008108108,"ENSG00000151376",0.61867684,-0.597402551,2.669223603,2.781036939,5.364192531,4.576036801,71.632,22,11,18,NA,NA,447,NA,"maon_human","-0.55",0.034888557,NA,NA,NA,"ME3",19,"ME3",1,"ME3",14
"633","MED10",2466,1.2207701614118e-16,0.461827402029165,-1.2846342803509,0.0014977321691626,-0.256969975316749,-0.183288022856836,1.13918775799833e-12,0.718797377345915,4395,0.999384667785631,-3.66257528479699e-05,3.12678788431325,0.824372788714351,-0.0210479975382249,19.9924087684248,0.834320240522633,0.0210113717853769,"Buffering","Buffering","Scaling","Scaling","Q9BTT4","Scaling","Buffering","Buffering","MED10..84246.",0.260142878,0.048167729,0.430913822,0.510042036,0.656440265,"5p","Q9BTT4",1,NA,0,"Q9BTT4",1,"Q9BTT4",9,NA,0,NA,0,"Q9BTT4",8,62,16,78,-4.375789298,1.521486717,"MED10",0.043243243,"ENSG00000133398",1.767470478,0.551391088,3.32514201,2.130333768,3.826981337,6.380748847,56.59333333,NA,NA,5,NA,NA,117,NA,"med10_human","-",-0.606289552,NA,NA,NA,"MED10",2,NA,0,"MED10",2
"634","MED17",2468,0.000644834814647905,0.193478772198675,0.453194862413012,1.53265493236215e-10,-0.374575975870157,-1.03996588434909,5.97041967323062e-14,0.568054748068832,4402,0.151589998985886,0.0897496135890462,0.637900900905196,0.511205498333698,-0.0363964494361902,-0.801361190029063,0.0701746634251613,0.126146063025236,"Buffering","Buffering","Buffering","Scaling","Q9NVC6","Scaling","Buffering","Buffering","MED17..9440.",0.2462437,0.05674654,0.3180105,0.4962294,0.5639242,"11q","Q9NVC6",4,NA,0,"Q9NVC6",13,"Q9NVC6",27,NA,0,NA,0,"Q9NVC6",22,6,62,68,-4.139324,1.801297,"MED17",0.01081081,"ENSG00000042429",1.26617,0.05009105,3.03343,2.813581,4.483858,5.587737,68.6932,33,20,85,NA,NA,299,NA,"med17_human","-",-1.094155906,NA,NA,NA,"MED17",12,NA,0,"MED17",9
"635","MED20",2471,5.88615792287596e-12,0.380732518817497,0.448962248116873,5.48567193603389e-13,-0.489054631965146,-0.289676866286607,1.16131181446033e-24,0.869787150782643,4405,0.521082849187328,0.0359446060855916,0.80030938980276,0.552284412448445,0.0408649314984935,0.711078188167704,0.950247881006851,-0.00492032541290191,"Buffering","Buffering","Scaling","Scaling","Q9H944","Scaling","Buffering","Buffering","MED20..9477.",0.2520195,0.05876154,0.3050647,0.5020154,0.5523267,"6p","Q9H944",2,NA,0,"Q9H944",2,"Q9H944",5,NA,0,NA,0,"Q9H944",7,85,32,117,-4.088984,2.937317,"MED20",0.01081081,"ENSG00000124641",0.8675082,-0.3485712,3.06397,2.326336,4.19717,5.219614,101.801,NA,NA,NA,NA,NA,198,0.192,"med20_human","-0.25",-0.640123428,NA,NA,NA,"MED20",5,NA,0,"MED20",4
"636","MED29",2479,0.000200243626951702,0.365380647976362,0.393135348650043,5.37873802730881e-05,-0.267727466501752,1.30666830396393,2.27224371396948e-08,0.633108114478114,4414,0.299757886300735,0.116034913081015,-3.34968172821661,0.929402088863222,0.0111320244357682,-1.23229061186152,0.451189526032273,0.104902888645247,"Buffering","Buffering","Scaling","Scaling","Q9NX70","Buffering","Buffering","Buffering","MED29..55588.",0.2735723,0.06159399,0.414345,0.5230414,0.6436964,"19q",NA,0,NA,0,"Q9NX70",7,"Q9NX70",7,NA,0,NA,0,"Q9NX70",4,78,16,94,-4.021066,2.362448,"MED29",0.01351351,NA,NA,NA,NA,NA,NA,NA,NA,48,63,69,26,NA,134,NA,"med29_human","-",-0.586515754,NA,NA,NA,"MED29",8,NA,0,"MED29",5
